latitude,longitude,brightness,scan,track,acq_date,acq_time,satellite,confidence,version,bright_t31,frp,daynight
42.11327,-6.02022,322.53,1.15,1.07,2021-08-25,2210,T,100,6.1NRT,268.56,28.56,N
43.54063,-5.83636,307.92,1.09,1.04,2021-08-25,2210,T,73,6.1NRT,290.58,9.83,N
43.67157,15.96632,306.81,1.31,1.13,2021-08-26,0045,A,49,6.1NRT,288,13.21,N
51.57352,-3.76306,304.35,1.07,1.03,2021-08-26,0221,A,29,6.1NRT,285.99,8.45,N
43.52506,-5.72685,305.06,1.03,1.01,2021-08-26,0224,A,63,6.1NRT,288.67,8.13,N
35.81615,-0.22861,335.74,1.78,1.31,2021-08-26,0224,A,100,6.1NRT,295.14,83.69,N
63.88961,-22.24249,307.41,3,1.65,2021-08-26,0533,A,54,6.1NRT,270.52,63.99,N
46.99934,32.66893,312.07,1.49,1.21,2021-08-26,0826,T,25,6.1NRT,286.35,10.15,D
45.73328,34.81514,317.77,1.17,1.07,2021-08-26,0826,T,0,6.1NRT,301.96,7.25,D
36.94835,34.91639,324.8,1,1,2021-08-26,0828,T,61,6.1NRT,308.91,7.17,D
36.83079,34.96507,325.04,1,1,2021-08-26,0828,T,62,6.1NRT,307.96,8.77,D
44.36475,22.92994,321.25,2.41,1.5,2021-08-26,1004,T,78,6.1NRT,300.63,39.11,D
44.16421,22.44704,316.82,2.29,1.47,2021-08-26,1004,T,55,6.1NRT,292.64,34.81,D
44.21561,17.90731,310.05,1.33,1.14,2021-08-26,1006,T,54,6.1NRT,296.86,8.73,D
43.88911,4.77281,318.45,2.02,1.38,2021-08-26,1006,T,72,6.1NRT,298.99,25.02,D
43.88726,4.79778,316.55,2.01,1.38,2021-08-26,1006,T,64,6.1NRT,298.61,19.68,D
43.44032,4.90329,321.08,1.96,1.37,2021-08-26,1006,T,0,6.1NRT,303.02,27.23,D
41.42164,15.7408,327.74,1.21,1.09,2021-08-26,1006,T,81,6.1NRT,303.3,16.23,D
41.05316,14.09045,321.34,1.07,1.03,2021-08-26,1006,T,72,6.1NRT,302.28,7.63,D
37.86793,12.83986,339.36,1.06,1.03,2021-08-26,1006,T,87,6.1NRT,302.63,32.8,D
37.86601,12.8516,322.1,1.06,1.03,2021-08-26,1006,T,64,6.1NRT,300.59,7.92,D
37.82662,13.09035,325.77,1.08,1.04,2021-08-26,1006,T,62,6.1NRT,297.12,14.12,D
37.3251,13.79576,334.77,1.15,1.07,2021-08-26,1006,T,84,6.1NRT,303.92,28.46,D
37.31987,13.80199,326.51,1.16,1.07,2021-08-26,1006,T,74,6.1NRT,302.73,16.22,D
36.74276,6.26243,317.64,1.35,1.15,2021-08-26,1009,T,48,6.1NRT,299.95,9.35,D
46.43701,34.77798,319.35,1.64,1.26,2021-08-26,1013,A,36,6.1NRT,302.55,11.53,D
46.58838,34.76534,318.6,1.62,1.25,2021-08-26,1013,A,38,6.1NRT,295.25,22.05,D
46.58412,34.74496,331.89,1.63,1.26,2021-08-26,1013,A,84,6.1NRT,297.59,52.34,D
67.8939,21.09834,301.17,1.14,1.06,2021-08-26,0958,T,45,6.1NRT,284.31,7.28,D
67.89008,21.09518,303.14,1.17,1.08,2021-08-26,1019,A,55,6.1NRT,284.3,9.13,D
53.10491,-2.46723,307.1,1.3,1.13,2021-08-26,1142,T,45,6.1NRT,295.65,6.45,D
52.5295,-2.40063,312.16,1.35,1.15,2021-08-26,1142,T,70,6.1NRT,295.26,13.38,D
42.80719,2.66177,314.74,4.68,1.98,2021-08-26,1145,T,58,6.1NRT,301.8,61.95,D
42.80725,2.65759,313.89,4.68,1.98,2021-08-26,1145,T,57,6.1NRT,301.96,55.86,D
43.29944,-6.26909,310.78,1.48,1.2,2021-08-26,1145,T,59,6.1NRT,294.8,10.95,D
37.43856,-5.9758,339.14,2.12,1.42,2021-08-26,1147,T,86,6.1NRT,308.23,85.33,D
37.43849,-5.98245,338.07,2.12,1.42,2021-08-26,1147,T,80,6.1NRT,307.78,79.97,D
37.43108,14.99094,326.36,1.45,1.19,2021-08-26,1149,A,79,6.1NRT,302.8,18.53,D
38.50072,21.15705,322.74,1.04,1.02,2021-08-26,1149,A,55,6.1NRT,303.85,7.58,D
37.82617,13.07719,327.54,1.83,1.32,2021-08-26,1149,A,73,6.1NRT,297.58,31.35,D
40.74373,16.30909,331.2,1.12,1.05,2021-08-26,1151,A,47,6.1NRT,310.41,16.73,D
41.65641,12.58445,330.65,1.58,1.24,2021-08-26,1151,A,84,6.1NRT,304.34,34.68,D
41.65269,12.56594,319.4,1.59,1.24,2021-08-26,1151,A,67,6.1NRT,303.79,9.21,D
41.75399,12.54215,331.4,1.58,1.24,2021-08-26,1151,A,85,6.1NRT,305.54,33.86,D
44.12883,23.18356,321.59,1.41,1.18,2021-08-26,1151,A,69,6.1NRT,305.65,10.99,D
44.35808,22.94242,324.31,1.39,1.17,2021-08-26,1151,A,78,6.1NRT,305.93,16.33,D
45.9295,12.64462,316.59,1.28,1.12,2021-08-26,1151,A,67,6.1NRT,298.28,13.13,D
46.15191,12.22224,307.69,1.32,1.14,2021-08-26,1151,A,21,6.1NRT,291.46,6.85,D
50.55593,13.61143,300.15,1.03,1.02,2021-08-26,1153,A,8,6.1NRT,287.05,3.11,D
53.13491,8.68313,306.06,1.29,1.13,2021-08-26,1153,A,0,6.1NRT,291.51,8.51,D
37.35897,-5.68565,336.31,1.02,1.01,2021-08-26,1329,A,76,6.1NRT,319.89,11.73,D
37.44333,-5.97809,340.77,1.03,1.01,2021-08-26,1329,A,84,6.1NRT,314.8,26.66,D
37.44154,-5.98952,334.03,1.03,1.01,2021-08-26,1329,A,69,6.1NRT,313.47,16.29,D
42.78397,2.68232,357.74,2.33,1.48,2021-08-26,1329,A,99,6.1NRT,308.65,235.76,D
42.78201,2.65195,319.29,2.32,1.47,2021-08-26,1329,A,40,6.1NRT,306.42,17.65,D
42.79725,2.68088,334.12,2.33,1.48,2021-08-26,1329,A,87,6.1NRT,309.66,77.86,D
43.29115,-6.27003,332.76,1,1,2021-08-26,1329,A,86,6.1NRT,298.93,26.78,D
43.28941,-6.28221,316,1,1,2021-08-26,1329,A,69,6.1NRT,298.31,8.16,D
43.52266,-5.73437,317.28,1.01,1.01,2021-08-26,1329,A,59,6.1NRT,302.16,8.2,D
